Target_genes	ELK1|Average	SRX2424218|A549	SRX2424219|A549	SRX4637892|Dermal_fibroblast	SRX4637894|Dermal_fibroblast	SRX150425|GM12878	SRX028646|HeLa	SRX150406|HeLa	SRX10475061|Hep_G2	SRX10475062|Hep_G2	SRX2424280|IMR-90	SRX2424281|IMR-90	SRX186625|K-562	SRX2423865|MCF-7	SRX2423866|MCF-7	STRING
HNRNPUL2	74.285714	0	0	0	0	159	197	216	0	100	0	0	0	368	0	0
GHITM	74.214286	0	0	0	0	271	0	334	0	113	0	0	126	195	0	0
DDAH1	74.214286	0	0	0	0	0	0	0	0	0	0	0	0	464	575	0
COPS5	74.214286	0	0	0	0	241	171	142	0	0	0	0	98	387	0	0
LMBRD1	74.142857	0	0	0	0	315	0	198	0	116	0	0	272	137	0	0
RPL34	74.071429	0	0	0	0	431	0	202	0	135	0	0	81	188	0	0
RPIA	74.071429	0	0	0	0	256	0	255	76	68	0	0	157	225	0	0
MUS81	74.071429	0	0	0	0	193	117	127	0	0	0	0	0	443	157	0
TMEM209	74.000000	0	0	0	0	157	113	195	0	112	0	0	177	282	0	0
HGS	74.000000	0	0	0	0	314	0	166	0	0	0	0	84	472	0	0
ARL16	74.000000	0	0	0	0	314	0	166	0	0	0	0	84	472	0	0
ARPC1A	73.857143	0	0	0	0	136	165	296	0	104	0	0	0	333	0	0
GGA1	73.785714	0	0	0	0	328	160	157	0	138	0	0	0	250	0	0
CYB5R4	73.714286	0	0	0	0	230	0	158	223	192	0	0	101	128	0	0
UBXN8	73.642857	0	0	0	0	330	167	232	0	116	0	0	0	186	0	0
ATP5MPL	73.642857	0	0	0	0	329	0	439	0	110	0	0	0	153	0	0
STK38L	73.428571	0	0	0	0	78	133	316	0	109	0	0	97	295	0	0
ZFP36L1	73.357143	0	0	0	0	226	0	151	0	117	0	0	0	533	0	0
CFAP20	73.285714	0	0	0	0	182	0	217	0	144	0	0	139	344	0	0
ZNF547	73.142857	0	0	0	0	187	0	266	0	120	0	0	0	451	0	0
TRAPPC2B	73.142857	0	0	0	0	187	0	266	0	120	0	0	0	451	0	0
ING5	73.000000	0	0	0	0	266	0	162	0	86	0	0	107	288	113	0
ZNF606	72.928571	0	0	0	0	386	0	0	0	177	0	0	0	458	0	0
WDR5B	72.928571	0	0	0	0	274	123	164	0	79	0	0	0	283	98	0
REXO4	72.928571	0	0	0	0	318	0	356	0	118	0	0	0	229	0	0
PNKP	72.928571	0	0	0	0	158	146	154	0	0	0	0	0	563	0	0
ZFP64	72.785714	0	0	0	0	371	0	375	0	111	0	0	0	162	0	0
CHURC1-FNTB	72.714286	0	0	0	0	390	112	161	0	76	0	0	0	279	0	0
CHURC1	72.714286	0	0	0	0	390	112	161	0	76	0	0	0	279	0	0
TBC1D22A	72.500000	0	0	0	0	229	0	268	0	0	0	0	0	377	141	0
ORC5	72.500000	0	0	0	0	294	0	311	0	128	0	0	115	167	0	0
SPSB3	72.357143	0	0	0	0	236	138	192	0	0	0	0	122	325	0	0
EIF1B	72.357143	0	0	0	0	539	0	171	0	126	0	0	177	0	0	0
CWC22	72.357143	0	0	0	0	395	0	214	90	118	0	0	0	196	0	0
LZTFL1	72.214286	0	0	0	0	190	215	210	0	0	0	0	146	250	0	0
INTS9	72.071429	0	0	0	0	272	0	244	0	186	0	0	80	227	0	0
HMBOX1	72.071429	0	0	0	0	272	0	244	0	186	0	0	80	227	0	0
GRWD1	72.071429	0	0	0	0	153	141	299	0	0	0	0	151	265	0	0
SACM1L	72.000000	0	0	0	0	257	0	230	102	157	0	0	262	0	0	0
RFXANK	71.928571	0	0	0	0	404	0	170	80	0	0	0	187	166	0	0
RAB24	71.928571	0	0	0	0	188	0	191	0	0	0	0	164	464	0	0
PRELID1	71.928571	0	0	0	0	188	0	191	0	0	0	0	164	464	0	0
BORCS8	71.928571	0	0	0	0	404	0	170	80	0	0	0	187	166	0	0
AP3S1	71.928571	0	0	0	0	273	0	123	140	118	0	0	142	211	0	0
ZC3H15	71.857143	0	0	0	0	112	132	159	113	124	0	0	158	208	0	0
TPRG1L	71.857143	0	0	0	0	249	0	170	0	0	0	0	133	454	0	0
KTI12	71.857143	0	0	0	0	228	156	278	0	0	0	0	142	202	0	0
SNX17	71.785714	0	0	0	0	299	0	370	74	122	0	0	0	140	0	0
EIF2B4	71.785714	0	0	0	0	299	0	370	74	122	0	0	0	140	0	0
SERBP1	71.714286	0	0	0	0	206	92	168	0	114	0	0	148	276	0	0
RALY	71.642857	0	0	0	0	132	0	262	0	187	0	0	88	334	0	0
NEDD1	71.571429	0	0	0	0	309	0	245	0	0	0	0	100	348	0	0
WDR46	71.500000	0	0	0	0	311	0	241	0	84	0	0	117	155	93	0
PFDN6	71.500000	0	0	0	0	311	0	241	0	84	0	0	117	155	93	0
UBE2Q1	71.428571	0	0	0	0	220	0	173	276	331	0	0	0	0	0	0
SLU7	71.428571	0	0	0	0	198	0	227	0	62	0	0	132	381	0	0
RPL15	71.428571	0	0	0	0	293	108	208	0	103	0	0	167	121	0	0
NKIRAS1	71.428571	0	0	0	0	293	108	208	0	103	0	0	167	121	0	0
DMAC2	71.428571	0	0	0	0	242	0	201	0	94	0	0	74	389	0	0
MRPL39	71.357143	0	0	0	0	300	0	233	205	261	0	0	0	0	0	0
USP16	71.214286	0	0	0	0	263	117	212	0	68	0	0	173	164	0	0
SEC23B	71.214286	0	0	0	0	205	0	165	112	187	0	0	0	328	0	0
METTL2B	71.214286	0	0	0	0	222	0	219	0	213	0	0	129	214	0	0
SRPRA	71.142857	0	0	0	0	364	0	123	0	161	0	0	140	208	0	0
OTUB1	71.071429	0	0	0	0	159	169	254	0	99	0	0	0	314	0	0
TUBGCP6	71.000000	0	0	0	0	333	0	248	0	102	0	0	105	206	0	0
METTL5	71.000000	0	0	0	0	475	0	129	0	121	0	0	138	131	0	0
VPS33A	70.857143	0	0	0	0	325	0	281	0	134	0	0	106	146	0	0
GMCL1	70.857143	0	0	0	0	199	0	200	125	257	0	0	0	211	0	0
LRRIQ3	70.785714	0	0	0	0	243	100	250	0	168	0	0	0	230	0	0
FPGT-TNNI3K	70.785714	0	0	0	0	243	100	250	0	168	0	0	0	230	0	0
FPGT	70.785714	0	0	0	0	243	100	250	0	168	0	0	0	230	0	0
KDM3A	70.642857	0	0	0	0	0	0	0	429	420	0	0	0	140	0	0
GAR1	70.642857	0	0	0	0	268	0	292	0	98	0	0	98	233	0	0
FAM227B	70.642857	0	0	0	0	151	0	248	153	130	0	0	0	307	0	0
DTWD1	70.642857	0	0	0	0	151	0	248	153	130	0	0	0	307	0	0
CDK7	70.571429	0	0	0	0	194	103	124	0	89	0	0	0	328	150	0
ST7L	70.500000	0	0	0	0	247	107	228	0	0	0	0	137	268	0	0
METTL17	70.500000	0	0	0	0	252	0	319	126	96	0	0	0	194	0	0
CCDC134	70.500000	0	0	0	0	305	126	110	0	205	0	0	0	241	0	0
CAPZA1	70.500000	0	0	0	0	247	107	228	0	0	0	0	137	268	0	0
SCFD2	70.428571	0	0	0	0	269	0	186	0	163	0	0	126	242	0	0
C2orf50	70.357143	0	0	0	0	358	0	250	0	108	0	0	131	138	0	0
RAP2A	70.285714	0	0	0	0	345	0	265	0	199	0	0	0	175	0	0
ATMIN	70.285714	0	0	0	0	247	0	179	0	107	0	0	152	299	0	0
ZNF416	70.142857	0	0	0	0	332	0	237	0	147	0	0	0	266	0	0
GPATCH2L	70.142857	0	0	0	0	198	0	163	0	0	0	0	0	490	131	0
RAB5A	70.000000	0	0	0	0	118	0	215	0	0	0	0	73	436	138	0
PSMD3	70.000000	0	0	0	0	193	0	226	198	363	0	0	0	0	0	0
MAPKAP1	70.000000	0	0	0	0	170	96	168	0	89	0	0	101	356	0	0
EFHB	70.000000	0	0	0	0	118	0	215	0	0	0	0	73	436	138	0
PLPBP	69.928571	0	0	0	0	270	99	231	0	0	0	0	96	283	0	0
CWF19L2	69.928571	0	0	0	0	428	0	260	0	0	0	0	115	176	0	0
MOB3C	69.857143	0	0	0	0	375	0	440	0	0	0	0	0	163	0	0
SNX3	69.785714	0	0	0	0	169	75	199	0	90	0	0	135	309	0	0
NEMP1	69.785714	0	0	0	0	492	0	246	0	0	0	0	0	239	0	0
CSTF2T	69.785714	0	0	0	0	418	0	248	0	0	0	0	105	206	0	0
ATG4C	69.714286	0	0	0	0	167	0	262	76	89	0	0	138	244	0	0
RUVBL1	69.642857	0	0	0	0	385	0	267	124	107	0	0	0	92	0	0
EIF2D	69.642857	0	0	0	0	183	0	165	103	195	0	0	150	179	0	0
BMP2K	69.642857	0	0	0	0	331	0	281	0	0	0	0	134	229	0	0
GATAD2A	69.571429	0	0	0	0	172	0	243	0	156	0	0	133	270	0	0
FAM172A	69.571429	0	0	0	0	103	0	278	126	193	0	0	72	202	0	0
ZNF461	69.500000	0	0	0	0	282	0	0	107	178	0	0	0	406	0	0
NOM1	69.500000	0	0	0	0	182	0	283	0	124	0	0	152	232	0	0
TOR1B	69.428571	0	0	0	0	150	0	250	0	98	0	0	142	332	0	0
GPATCH4	69.428571	0	0	0	0	149	188	635	0	0	0	0	0	0	0	0
ARHGDIA	69.428571	0	0	0	0	234	0	292	0	122	0	0	150	174	0	0
UTP11	69.142857	0	0	0	0	135	0	167	186	274	0	0	0	206	0	0
TUBD1	69.142857	0	0	0	0	0	0	135	101	130	0	0	0	436	166	0
RPS6KB1	69.142857	0	0	0	0	0	0	135	101	130	0	0	0	436	166	0
MSANTD2	69.071429	0	0	0	0	276	0	0	82	98	0	0	134	377	0	0
TMEM104	69.000000	0	0	0	0	239	0	375	0	155	0	0	0	197	0	0
RPL11	69.000000	0	0	0	0	243	0	185	0	119	0	0	198	221	0	0
NAT9	69.000000	0	0	0	0	239	0	375	0	155	0	0	0	197	0	0
VIPAS39	68.714286	0	0	0	0	275	109	124	0	0	0	0	0	454	0	0
GTSE1	68.714286	0	0	0	0	265	174	322	0	83	0	0	118	0	0	0
AHSA1	68.714286	0	0	0	0	275	109	124	0	0	0	0	0	454	0	0
TTLL5	68.642857	0	0	0	0	368	0	272	0	0	0	0	0	321	0	0
SPATA5L1	68.642857	0	0	0	0	289	193	217	0	73	0	0	0	189	0	0
GATM	68.642857	0	0	0	0	289	193	217	0	73	0	0	0	189	0	0
ERG28	68.642857	0	0	0	0	368	0	272	0	0	0	0	0	321	0	0
ZNF586	68.500000	0	0	0	0	296	0	170	0	0	0	0	203	290	0	0
TMEM127	68.500000	0	0	0	0	380	0	189	0	81	0	0	0	309	0	0
LIG4	68.500000	0	0	0	0	405	0	248	0	141	0	0	0	165	0	0
CIAO1	68.500000	0	0	0	0	380	0	189	0	81	0	0	0	309	0	0
ABHD17A	68.500000	0	0	0	0	355	0	464	0	0	0	0	140	0	0	0
ERCC6	68.428571	0	0	0	0	192	0	171	0	114	0	0	0	481	0	0
CNOT10	68.428571	0	0	0	0	203	0	270	0	113	0	0	80	292	0	0
METTL6	68.357143	0	0	0	0	270	0	257	0	0	0	0	181	249	0	0
EAF1	68.357143	0	0	0	0	270	0	257	0	0	0	0	181	249	0	0
MLH1	68.214286	0	0	0	0	184	113	161	0	140	0	0	169	188	0	0
EPM2AIP1	68.214286	0	0	0	0	184	113	161	0	140	0	0	169	188	0	0
UNC45A	68.142857	0	0	0	0	125	97	251	0	0	0	0	162	319	0	0
MRPL58	68.142857	0	0	0	0	262	0	232	156	304	0	0	0	0	0	0
FUS	68.142857	0	0	0	0	189	0	129	210	205	0	0	125	96	0	0
FBXL17	68.142857	0	0	0	0	260	0	0	170	295	0	0	0	229	0	0
PRMT5	68.071429	0	0	0	0	103	0	221	242	277	0	0	0	110	0	0
IPO13	68.000000	0	0	0	0	202	0	282	0	141	0	0	124	203	0	0
IBA57	68.000000	0	0	0	0	220	0	200	0	0	0	0	108	424	0	0
FBH1	68.000000	0	0	0	0	268	0	131	0	0	0	0	105	448	0	0
BIN3	68.000000	0	0	0	0	371	0	315	0	98	0	0	168	0	0	0
ANKRD16	68.000000	0	0	0	0	268	0	131	0	0	0	0	105	448	0	0
CFAP410	67.785714	0	0	0	0	221	0	215	0	144	0	0	0	263	106	0
CCDC28A	67.785714	0	0	0	0	179	126	199	0	109	0	0	0	336	0	0
FZD1	67.714286	0	0	0	0	0	0	243	0	0	0	0	378	327	0	0
ARHGEF39	67.714286	0	0	0	0	281	0	280	0	147	0	0	0	240	0	0
TMEM147	67.642857	0	0	0	0	384	0	396	0	0	0	0	167	0	0	0
EIF3CL	67.642857	0	0	0	0	136	0	196	73	133	0	0	95	314	0	0
EIF3C	67.642857	0	0	0	0	136	0	196	73	133	0	0	95	314	0	0
AP1B1	67.642857	0	0	0	0	165	0	188	0	0	0	0	181	413	0	0
MRPL54	67.571429	0	0	0	0	283	85	264	0	0	0	0	128	186	0	0
APBA3	67.571429	0	0	0	0	283	85	264	0	0	0	0	128	186	0	0
ZNF266	67.500000	0	0	0	0	322	0	244	0	144	0	0	235	0	0	0
NSUN4	67.500000	0	0	0	0	259	0	310	0	109	0	0	267	0	0	0
ZNF3	67.428571	0	0	0	0	198	0	320	0	183	0	0	0	243	0	0
SMIM8	67.428571	0	0	0	0	397	0	325	75	0	0	0	147	0	0	0
SCAMP3	67.428571	0	0	0	0	193	0	177	135	73	0	0	99	267	0	0
COQ9	67.428571	0	0	0	0	278	0	172	83	119	0	0	125	167	0	0
CIAPIN1	67.428571	0	0	0	0	278	0	172	83	119	0	0	125	167	0	0
GZF1	67.357143	0	0	0	0	107	0	87	0	125	0	0	0	624	0	0
EFHC1	67.357143	0	0	0	0	117	143	168	0	90	0	0	0	276	149	0
ZNF160	67.285714	0	0	0	0	279	0	225	0	149	0	0	125	164	0	0
CYSTM1	67.285714	0	0	0	0	230	159	161	0	0	0	0	0	392	0	0
NAA20	67.214286	0	0	0	0	160	0	79	116	174	0	0	0	305	107	0
HERPUD2	67.214286	0	0	0	0	190	116	144	98	64	0	0	0	329	0	0
AGGF1	67.214286	0	0	0	0	120	0	285	160	241	0	0	0	135	0	0
MCM6	67.071429	0	0	0	0	288	0	114	0	0	0	0	90	447	0	0
ZNF35	67.000000	0	0	0	0	406	0	333	0	0	0	0	199	0	0	0
PCOTH	67.000000	0	0	0	0	324	0	193	0	154	0	0	0	267	0	0
MIPEP	67.000000	0	0	0	0	324	0	193	0	154	0	0	0	267	0	0
CMTR2	67.000000	0	0	0	0	113	0	77	161	166	0	0	0	421	0	0
POLR3A	66.928571	0	0	0	0	299	0	196	101	0	0	0	172	169	0	0
DNTTIP2	66.928571	0	0	0	0	280	0	196	93	116	0	0	87	165	0	0
SSNA1	66.857143	0	0	0	0	288	0	402	0	129	0	0	117	0	0	0
NOLC1	66.857143	0	0	0	0	181	143	197	118	119	0	0	0	178	0	0
ELOC	66.857143	0	0	0	0	165	94	247	0	0	0	0	97	333	0	0
ANAPC2	66.857143	0	0	0	0	288	0	402	0	129	0	0	117	0	0	0
SMUG1	66.785714	0	0	0	0	382	0	417	0	0	0	0	136	0	0	0
SERINC3	66.785714	0	0	0	0	133	124	236	94	110	0	0	0	238	0	0
HUS1	66.785714	0	0	0	0	180	0	209	109	73	0	0	112	252	0	0
SUGCT	66.642857	0	0	0	0	313	0	223	131	0	0	0	177	89	0	0
SPRING1	66.642857	0	0	0	0	251	0	317	0	0	0	0	0	365	0	0
RNFT2	66.642857	0	0	0	0	251	0	317	0	0	0	0	0	365	0	0
MPLKIP	66.642857	0	0	0	0	313	0	223	131	0	0	0	177	89	0	0
DPM2	66.642857	0	0	0	0	363	0	305	0	0	0	0	103	162	0	0
USP48	66.571429	0	0	0	0	240	0	363	0	0	0	0	145	184	0	0
URM1	66.571429	0	0	0	0	320	0	312	0	0	0	0	0	300	0	0
RAB11FIP1	66.571429	0	0	0	0	317	0	310	0	0	0	0	305	0	0	0
ITFG2	66.571429	0	0	0	0	318	0	161	114	103	0	0	0	236	0	0
CUL7	66.571429	0	0	0	0	163	111	161	0	176	0	0	92	229	0	0
ARHGAP22	66.571429	0	0	0	0	311	0	0	0	61	0	0	287	273	0	0
MICU2	66.500000	0	0	0	0	417	0	183	0	111	0	0	0	220	0	0
EPHA10	66.428571	0	0	0	0	0	0	0	604	326	0	0	0	0	0	0
PTP4A2	66.285714	0	0	0	0	0	0	160	185	200	0	0	180	203	0	0
EIF1	66.285714	0	0	0	0	121	130	188	0	135	0	0	0	354	0	0
SRSF1	66.214286	0	0	0	0	0	0	202	133	190	0	0	85	317	0	0
RALGAPB	66.142857	0	0	0	0	175	0	330	0	188	0	0	98	135	0	0
ZNF284	66.071429	0	0	0	0	360	0	150	0	133	0	0	0	282	0	0
PRAME	66.000000	0	0	0	0	0	0	183	0	0	0	0	741	0	0	0
MTX2	66.000000	0	0	0	0	316	0	98	129	92	0	0	138	151	0	0
H1-4	66.000000	0	0	0	0	322	0	174	126	147	0	0	155	0	0	0
ZNFX1	65.928571	0	0	0	0	150	0	183	282	209	0	0	0	99	0	0
ZNF263	65.928571	0	0	0	0	312	0	304	0	0	0	0	129	178	0	0
DHX40	65.928571	0	0	0	0	107	0	141	168	131	0	0	0	376	0	0
INTS3	65.857143	0	0	0	0	151	188	342	0	0	0	0	0	241	0	0
SYNRG	65.785714	0	0	0	0	0	0	323	0	167	0	0	267	164	0	0
C9orf64	65.785714	0	0	0	0	181	144	231	0	102	0	0	0	263	0	0
TMEM9B	65.714286	0	0	0	0	316	0	448	0	0	0	0	0	156	0	0
PHKG2	65.642857	0	0	0	0	196	0	263	0	160	0	0	0	300	0	0
TRMT10C	65.500000	0	0	0	0	155	0	335	114	152	0	0	0	161	0	0
TMEM179B	65.428571	0	0	0	0	149	145	408	93	121	0	0	0	0	0	0
STAT3	65.428571	0	0	0	0	206	0	241	112	248	0	0	0	109	0	0
SPPL2A	65.428571	0	0	0	0	205	0	132	0	0	0	0	0	455	124	0
POLR2H	65.357143	0	0	0	0	170	162	182	72	83	0	0	0	246	0	0
PIGL	65.357143	0	0	0	0	384	0	221	123	187	0	0	0	0	0	0
RPS29	65.285714	0	0	312	256	110	0	0	0	111	0	0	0	125	0	0
NOC2L	65.214286	0	0	0	0	252	0	140	0	149	0	0	216	156	0	0
HEATR5B	65.214286	0	0	0	0	0	0	150	0	118	0	0	66	484	95	0
GPATCH11	65.214286	0	0	0	0	0	0	150	0	118	0	0	66	484	95	0
RPL28	65.142857	0	0	0	0	137	136	194	166	109	0	0	0	170	0	0
POLQ	65.142857	0	0	0	0	340	0	224	0	123	0	0	77	148	0	0
PXMP2	65.071429	0	0	0	0	241	0	127	0	0	0	0	131	275	137	0
POLE	65.071429	0	0	0	0	241	0	127	0	0	0	0	131	275	137	0
GOLGA5	65.071429	0	0	0	0	199	0	256	0	102	0	0	0	354	0	0
C15orf40	65.000000	0	0	0	0	198	0	239	0	107	0	0	123	243	0	0
H4C2	64.928571	0	0	0	0	211	117	205	146	113	0	0	117	0	0	0
DCP1B	64.928571	0	0	0	0	307	0	161	114	183	0	0	0	144	0	0
WDR11	64.857143	0	0	0	0	306	0	199	148	124	0	0	0	131	0	0
PSMC4	64.857143	0	0	0	0	189	131	227	0	135	0	0	0	226	0	0
PET117	64.857143	0	0	0	0	145	0	0	188	268	0	0	0	307	0	0
KAT14	64.857143	0	0	0	0	145	0	0	188	268	0	0	0	307	0	0
BCAS3	64.714286	0	0	0	0	77	0	0	0	0	0	0	0	656	173	0
AFG1L	64.714286	0	0	0	0	394	0	200	0	125	0	0	0	187	0	0
TMEM181	64.571429	0	0	0	0	181	0	139	397	187	0	0	0	0	0	0
TBCC	64.571429	0	0	0	0	134	131	164	81	0	0	0	0	394	0	0
MARK2	64.571429	0	0	0	0	136	149	196	0	0	0	0	0	423	0	0
BICRAL	64.571429	0	0	0	0	134	131	164	81	0	0	0	0	394	0	0
ZSCAN22	64.500000	0	0	0	0	346	0	231	0	148	0	0	0	178	0	0
INTS11	64.500000	0	0	0	0	209	0	285	0	0	0	0	259	150	0	0
CPTP	64.500000	0	0	0	0	209	0	285	0	0	0	0	259	150	0	0
ZNF394	64.428571	0	0	0	0	238	0	248	0	136	0	0	120	160	0	0
TMED10	64.428571	0	0	0	0	403	0	198	66	79	0	0	0	156	0	0
CREM	64.285714	0	0	0	0	216	0	165	107	0	0	0	193	219	0	0
CLDN7	64.285714	0	0	0	0	0	0	0	0	0	0	0	0	732	168	0
SP2	64.142857	0	0	0	0	208	0	185	0	0	0	0	0	505	0	0
FAM98B	64.142857	0	0	0	0	199	0	205	186	162	0	0	146	0	0	0
UBR7	64.071429	0	0	0	0	212	0	346	0	76	0	0	0	263	0	0
HTRA2	64.071429	0	0	0	0	264	0	238	0	130	0	0	89	176	0	0
GON7	64.071429	0	0	0	0	212	0	346	0	76	0	0	0	263	0	0
SLC25A11	64.000000	0	0	0	0	116	119	111	0	0	0	0	71	367	112	0
RNF167	64.000000	0	0	0	0	116	119	111	0	0	0	0	71	367	112	0
FTH1	64.000000	0	0	329	0	160	0	85	0	0	0	0	116	206	0	0
FAM234A	64.000000	0	0	0	0	129	0	133	0	0	0	0	131	503	0	0
WDR83OS	63.857143	0	0	0	0	327	96	135	0	0	0	0	0	336	0	0
WDR83	63.857143	0	0	0	0	327	96	135	0	0	0	0	0	336	0	0
RSPRY1	63.857143	0	0	0	0	212	178	240	0	0	0	0	0	264	0	0
PSME3IP1	63.857143	0	0	0	0	212	178	240	0	0	0	0	0	264	0	0
VPS13B	63.785714	0	0	0	0	202	0	144	0	0	0	0	0	547	0	0
UCHL5	63.785714	0	0	0	0	161	0	272	154	203	0	0	0	103	0	0
TM9SF1	63.785714	0	0	0	0	231	0	0	130	257	0	0	0	275	0	0
RO60	63.785714	0	0	0	0	161	0	272	154	203	0	0	0	103	0	0
POLR3E	63.785714	0	0	0	0	126	0	125	209	291	0	0	142	0	0	0
CCNL2	63.428571	0	0	0	0	227	0	172	0	0	0	0	248	241	0	0
PAFAH2	63.357143	0	0	0	0	339	0	203	64	168	0	0	113	0	0	0
HS1BP3	63.357143	0	0	0	0	268	0	204	0	95	0	0	0	320	0	0
COMMD10	63.357143	0	0	0	0	224	176	275	89	123	0	0	0	0	0	0
CCNH	63.357143	0	0	0	0	229	0	281	0	105	0	0	0	272	0	0
HNRNPF	63.285714	0	0	0	0	108	0	121	153	124	0	0	0	380	0	0
H4C11	63.285714	0	0	0	0	231	0	158	163	150	0	0	184	0	0	0
RPS16	63.142857	0	0	0	0	212	0	152	110	125	0	0	0	285	0	0
PFDN4	63.071429	0	0	0	0	0	0	0	0	75	0	0	0	633	175	0
TXNDC9	63.000000	0	0	0	0	265	0	331	0	149	0	0	0	137	0	0
SRSF7	63.000000	0	0	0	0	149	88	172	102	110	0	0	0	261	0	0
LMNB2	63.000000	0	0	0	0	264	0	267	0	0	0	0	175	176	0	0
FLAD1	63.000000	0	0	0	0	133	0	180	0	78	0	0	0	368	123	0
SHQ1	62.928571	0	0	0	0	159	0	148	190	180	0	0	0	204	0	0
EIF5B	62.928571	0	0	0	0	265	0	331	0	148	0	0	0	137	0	0
TRPT1	62.857143	0	0	0	0	155	0	182	0	161	0	0	0	382	0	0
NUDT22	62.857143	0	0	0	0	155	0	182	0	161	0	0	0	382	0	0
EEFSEC	62.785714	0	0	0	0	385	0	267	124	103	0	0	0	0	0	0
DYNC2I2	62.785714	0	0	0	0	108	0	391	0	158	0	0	0	222	0	0
COPS7B	62.785714	0	0	0	0	396	0	117	203	163	0	0	0	0	0	0
ZNF133	62.714286	0	0	0	0	256	0	168	0	0	0	0	118	336	0	0
TAF10	62.714286	0	0	0	0	308	117	250	0	0	0	0	0	203	0	0
LHFPL5	62.714286	0	0	0	0	0	0	0	317	561	0	0	0	0	0	0
ABCA5	62.714286	0	0	0	0	0	0	120	0	125	0	0	0	633	0	0
SYMPK	62.642857	0	0	0	0	213	0	277	0	0	0	0	193	194	0	0
SAXO2	62.642857	0	0	0	0	316	0	314	0	0	0	0	0	247	0	0
FOXA3	62.642857	0	0	0	0	213	0	277	0	0	0	0	193	194	0	0
EFL1	62.642857	0	0	0	0	316	0	314	0	0	0	0	0	247	0	0
AOPEP	62.642857	0	0	0	0	234	0	252	0	138	0	0	88	165	0	0
UBAC1	62.571429	0	0	0	0	160	0	289	0	0	0	0	140	287	0	0
SSR2	62.571429	0	0	0	0	249	120	410	0	97	0	0	0	0	0	0
HMGN4	62.571429	0	0	0	0	156	0	127	130	100	0	0	162	201	0	0
PSENEN	62.428571	0	0	0	0	164	122	195	0	0	0	0	132	261	0	0
DBI	62.428571	0	0	0	0	226	0	124	124	190	0	0	0	210	0	0
C2orf76	62.428571	0	0	0	0	226	0	124	124	190	0	0	0	210	0	0
ZNF419	62.285714	0	0	0	0	289	0	255	0	116	0	0	0	212	0	0
LAMTOR1	62.214286	0	0	0	0	209	159	192	0	0	0	0	130	181	0	0
PAXIP1	62.142857	0	0	0	0	159	153	94	0	0	0	0	97	367	0	0
CDC16	62.142857	0	0	0	0	166	0	256	278	170	0	0	0	0	0	0
RPL3	62.071429	0	0	0	0	204	0	183	138	116	0	0	0	228	0	0
GCN1	62.071429	0	0	0	0	254	0	372	0	99	0	0	0	144	0	0
RPS15	62.000000	0	0	0	0	246	0	315	135	172	0	0	0	0	0	0
CLBA1	62.000000	0	0	0	0	210	0	370	0	0	0	0	0	288	0	0
TMA16	61.857143	0	0	0	0	147	0	123	119	170	0	0	112	195	0	0
TRIM44	61.785714	0	0	0	0	118	0	133	265	195	0	0	0	154	0	0
TMED7-TICAM2	61.785714	0	0	0	0	249	0	168	88	180	0	0	0	180	0	0
TMED7	61.785714	0	0	0	0	249	0	168	88	180	0	0	0	180	0	0
TARS1	61.785714	0	0	0	0	143	126	359	0	135	0	0	0	102	0	0
PYCR2	61.785714	0	0	0	0	181	0	221	0	132	0	0	71	260	0	0
TFPT	61.714286	0	0	0	0	265	0	181	0	151	0	0	0	267	0	0
PRPF31	61.714286	0	0	0	0	265	0	181	0	151	0	0	0	267	0	0
DFFB	61.714286	0	0	0	0	261	0	182	0	160	0	0	0	261	0	0
CEP104	61.714286	0	0	0	0	261	0	182	0	160	0	0	0	261	0	0
NPRL2	61.642857	0	0	0	0	302	69	180	157	155	0	0	0	0	0	0
MPDU1	61.642857	0	0	0	0	247	139	120	0	0	0	0	0	264	93	0
LOC100996842	61.642857	0	0	0	0	247	139	120	0	0	0	0	0	264	93	0
CYB561D2	61.642857	0	0	0	0	302	69	180	157	155	0	0	0	0	0	0
CLCN6	61.642857	0	0	0	0	165	0	0	0	0	0	0	155	543	0	0
ZNF324B	61.571429	0	0	0	0	214	140	134	0	102	0	0	0	272	0	0
SDHAF1	61.500000	0	0	0	0	202	0	214	0	88	0	0	119	238	0	0
EXOSC6	61.500000	0	0	0	0	367	0	89	0	241	0	0	0	164	0	0
USP8	61.428571	0	0	0	0	211	0	160	0	90	0	0	0	293	106	0
NAA60	61.357143	0	0	0	0	174	0	146	0	0	0	0	155	384	0	0
MTCH1	61.285714	0	0	0	0	142	0	251	0	0	0	0	196	269	0	0
DDX56	61.285714	0	0	0	0	154	0	205	147	141	0	0	0	211	0	0
ARL14EP	61.214286	0	0	0	0	222	0	315	119	119	0	0	82	0	0	0
IP6K2	61.142857	0	0	0	0	157	0	296	0	162	0	0	0	241	0	0
HNRNPA0	61.142857	0	0	0	0	128	0	173	0	0	0	0	98	457	0	0
FNBP4	61.142857	0	0	0	0	123	236	131	0	116	0	0	0	250	0	0
ZNF512	61.071429	0	0	0	0	179	185	279	0	90	0	0	122	0	0	0
YJU2	61.071429	0	0	0	0	279	0	174	0	69	0	0	118	215	0	0
MIS12	61.071429	0	0	0	0	378	0	149	0	114	0	0	0	214	0	0
GLTP	61.071429	0	0	0	0	184	0	262	0	0	0	0	148	261	0	0
