Target_genes	ELK4|Average	SRX065548|293	SRX065549|293	SRX150669|293	SRX644407|DU_145	SRX028644|HeLa	SRX028645|HeLa	SRX150431|HeLa	SRX13007931|Hep_G2	SRX13007932|Hep_G2	STRING
ARHGEF5	34.888889	0	0	0	0	0	143	171	0	0	0
SMIM20	34.777778	0	0	0	0	127	0	186	0	0	0
SLC35B4	34.777778	0	0	0	0	0	0	176	0	137	0
GCHFR	34.777778	0	0	0	0	0	85	107	0	121	0
HNRNPD	34.666667	0	0	0	0	0	113	199	0	0	0
ANXA2R	34.666667	0	0	0	0	0	118	194	0	0	0
NEMP1	34.444444	0	0	0	0	0	128	182	0	0	0
GOLGA7	34.444444	0	0	0	0	0	0	205	0	105	0
CSKMT	34.444444	0	0	0	0	0	125	185	0	0	0
C11orf98	34.444444	0	0	0	0	0	125	185	0	0	0
ZNF747	34.333333	0	0	0	0	0	136	173	0	0	0
TJP2	34.222222	0	0	0	0	0	133	175	0	0	0
SNX17	34.222222	0	0	0	0	101	0	207	0	0	0
EIF2B4	34.222222	0	0	0	0	101	0	207	0	0	0
DDX41	34.222222	0	0	0	0	117	0	191	0	0	0
SETD4	34.111111	0	0	0	0	0	104	203	0	0	0
MRPS7	34.111111	0	0	0	0	0	133	174	0	0	0
GGA3	34.111111	0	0	0	0	0	133	174	0	0	0
TBCC	34.000000	0	0	0	0	101	0	205	0	0	0
BICRAL	34.000000	0	0	0	0	101	0	205	0	0	0
ANAPC15	34.000000	0	0	0	0	0	107	199	0	0	0
ZFYVE27	33.888889	0	0	0	0	0	0	126	0	179	0
PRPF19	33.888889	0	0	0	0	0	131	174	0	0	0
MFSD10	33.888889	0	0	0	0	0	0	166	0	139	0
LRRC59	33.888889	0	0	0	0	0	0	0	113	192	0
H2BC12	33.888889	0	0	0	0	0	137	168	0	0	0
H2AC12	33.888889	0	0	0	0	0	137	168	0	0	0
CLPB	33.888889	0	0	0	0	0	120	185	0	0	0
CCDC113	33.888889	0	0	0	0	113	0	192	0	0	0
CCDC107	33.888889	0	0	0	0	0	119	186	0	0	0
BATF2	33.888889	0	0	0	0	123	0	182	0	0	0
SCFD2	33.777778	0	0	0	0	0	120	184	0	0	0
PTGES2	33.777778	0	0	0	0	0	118	186	0	0	0
NPHP3	33.777778	0	0	0	0	121	0	183	0	0	0
LUC7L	33.777778	0	0	0	0	0	0	0	193	111	0
ABLIM1	33.777778	0	0	0	0	0	120	184	0	0	0
SLC35C2	33.666667	0	0	0	0	0	0	201	0	102	0
PLS3	33.666667	0	0	0	0	0	152	151	0	0	0
FBL	33.666667	0	0	0	0	0	117	186	0	0	0
CLINT1	33.666667	0	0	0	0	0	0	183	0	120	0
ABCG1	33.666667	0	0	0	0	0	132	171	0	0	0
TMEM126A	33.555556	0	0	0	0	0	136	166	0	0	0
STK25	33.555556	0	0	0	0	0	0	0	118	184	0
CHMP4B	33.555556	0	0	0	0	0	0	155	147	0	0
ZNF510	33.444444	0	0	0	0	0	129	172	0	0	0
USP36	33.444444	0	0	0	0	102	0	199	0	0	0
BNIP2	33.444444	0	0	0	0	0	146	155	0	0	0
RABIF	33.333333	0	0	0	0	0	97	203	0	0	0
MYC	33.333333	0	0	0	0	0	125	175	0	0	0
CFAP410	33.333333	0	0	0	0	115	0	185	0	0	0
C12orf73	33.333333	0	0	0	0	0	157	143	0	0	0
ZDHHC7	33.222222	0	0	0	0	0	120	179	0	0	0
SHQ1	33.222222	0	0	0	0	0	0	115	0	184	0
SETX	33.222222	0	0	0	0	0	167	132	0	0	0
MARK2	33.222222	0	0	0	0	0	124	175	0	0	0
KIF11	33.222222	0	0	0	0	0	143	156	0	0	0
SERBP1	33.111111	0	0	0	0	0	118	180	0	0	0
H4C15	33.111111	0	0	0	0	0	0	130	0	168	0
H4C14	33.111111	0	0	0	0	0	0	130	0	168	0
EDEM2	33.111111	0	0	0	0	0	0	203	0	95	0
UBFD1	33.000000	0	0	0	0	0	127	170	0	0	0
SLU7	33.000000	0	0	0	0	0	119	178	0	0	0
ETFBKMT	33.000000	0	0	0	0	0	130	167	0	0	0
EIF3M	33.000000	0	0	0	0	74	0	123	0	100	0
EARS2	33.000000	0	0	0	0	0	127	170	0	0	0
CDKAL1	33.000000	0	0	0	0	0	103	194	0	0	0
RUVBL2	32.888889	0	0	0	0	0	135	161	0	0	0
NDUFB7	32.888889	0	0	0	0	123	0	173	0	0	0
GYS1	32.888889	0	0	0	0	0	135	161	0	0	0
TDG	32.777778	0	0	0	0	145	0	150	0	0	0
SLC35B1	32.777778	0	0	0	0	0	131	164	0	0	0
MRPS16	32.777778	0	0	0	0	123	0	172	0	0	0
MICU2	32.777778	0	0	0	0	0	140	155	0	0	0
HEATR5A	32.777778	0	0	0	0	0	0	0	112	183	0
ZNF407	32.666667	0	0	0	0	0	120	174	0	0	0
UIMC1	32.666667	0	0	0	0	0	127	167	0	0	0
ZNF320	32.555556	0	0	0	0	0	139	154	0	0	0
DIABLO	32.555556	0	0	0	0	0	0	106	0	187	0
COPS8	32.555556	0	0	0	0	0	0	150	0	143	0
TTC23	32.444444	0	0	0	0	0	106	186	0	0	0
CCDC130	32.444444	0	0	0	0	89	0	203	0	0	0
MON2	32.333333	0	0	0	0	0	121	170	0	0	0
TCP1	32.222222	0	0	0	0	0	130	160	0	0	0
SPEN	32.222222	0	0	0	0	0	143	147	0	0	0
MRPL18	32.222222	0	0	0	0	0	130	160	0	0	0
CDKN2A	32.111111	0	0	0	0	94	0	195	0	0	0
C3orf38	32.111111	0	0	0	0	0	121	168	0	0	0
ZNF235	31.888889	0	0	0	0	0	101	186	0	0	0
VPS37C	31.888889	142	0	0	0	0	0	145	0	0	0
CHURC1-FNTB	31.888889	0	0	0	0	0	124	163	0	0	0
CHURC1	31.888889	0	0	0	0	0	124	163	0	0	0
ZNF274	31.777778	0	0	0	0	0	115	171	0	0	0
TMEM33	31.777778	0	0	0	0	0	130	156	0	0	0
RGP1	31.777778	123	0	0	0	0	0	163	0	0	0
GBA2	31.777778	123	0	0	0	0	0	163	0	0	0
CHD8	31.777778	0	0	0	0	0	116	170	0	0	0
AKAP10	31.777778	0	0	0	0	0	0	153	0	133	0
TSPAN31	31.666667	0	0	0	0	0	120	165	0	0	0
ZNF286A	31.555556	0	0	0	0	112	0	172	0	0	0
PGGT1B	31.555556	0	0	0	0	0	0	123	0	161	0
LHFPL5	31.555556	0	0	0	0	0	0	0	0	284	0
PXMP2	31.444444	105	0	0	0	0	0	178	0	0	0
POLE	31.444444	105	0	0	0	0	0	178	0	0	0
FANCM	31.444444	0	0	0	0	0	118	165	0	0	0
TRMU	31.333333	110	0	0	0	0	0	172	0	0	0
TIMM17B	31.333333	0	0	0	0	0	131	151	0	0	0
PQBP1	31.333333	0	0	0	0	0	131	151	0	0	0
PASD1	31.333333	187	0	95	0	0	0	0	0	0	0
KBTBD7	31.333333	0	0	0	0	0	0	0	282	0	0
DDX18	31.333333	0	0	0	0	0	0	158	0	124	0
TMEM19	31.222222	0	0	0	0	0	132	149	0	0	0
THOC3	31.222222	0	0	0	0	0	0	180	0	101	0
CEP170B	31.111111	0	0	0	0	0	138	142	0	0	0
METTL17	31.000000	0	0	0	0	0	0	191	0	88	0
ZFYVE19	30.888889	0	0	0	0	103	0	175	0	0	0
NME6	30.888889	0	0	0	0	0	0	91	0	187	0
DNAJC17	30.888889	0	0	0	0	103	0	175	0	0	0
ZNF324	30.666667	128	0	0	0	0	0	148	0	0	0
SLC12A5	30.666667	0	0	0	0	0	0	0	0	276	0
GRAMD2B	30.666667	0	0	0	0	0	96	180	0	0	0
CCDC90B	30.666667	0	0	0	0	0	0	144	132	0	0
UFL1	30.555556	0	0	0	0	0	126	149	0	0	0
SLC50A1	30.555556	0	0	0	0	94	0	181	0	0	0
TOP3A	30.444444	0	0	0	0	0	95	179	0	0	0
SMCR8	30.444444	0	0	0	0	0	95	179	0	0	0
MTX2	30.444444	0	0	0	0	0	0	114	0	160	0
FRG1	30.444444	0	0	0	0	0	117	157	0	0	0
AGO3	30.444444	0	0	0	0	0	0	162	0	112	0
ZSCAN5A	30.333333	0	0	0	0	0	96	177	0	0	0
TMEM203	30.333333	0	0	0	0	0	116	157	0	0	0
RNASEH1	30.333333	0	0	0	0	0	0	153	0	120	0
NDOR1	30.333333	0	0	0	0	0	116	157	0	0	0
ALG13	30.222222	0	0	0	0	89	0	183	0	0	0
TRIM39	30.111111	141	0	0	0	0	0	130	0	0	0
SUPT3H	30.111111	0	0	0	0	0	0	148	0	123	0
CCNC	30.111111	0	0	0	0	0	0	162	0	109	0
TTC26	30.000000	0	0	0	0	0	103	167	0	0	0
TSR1	30.000000	0	0	0	0	0	78	112	0	80	0
KRT8	30.000000	0	0	0	0	0	129	141	0	0	0
DNAJB12	30.000000	0	0	0	0	0	116	154	0	0	0
SCRN3	29.888889	0	0	0	0	0	118	151	0	0	0
CIR1	29.888889	0	0	0	0	0	118	151	0	0	0
CCDC50	29.888889	0	0	0	0	0	0	141	0	128	0
DDX50	29.777778	0	0	0	0	0	0	134	0	134	0
SVOP	29.666667	0	0	0	0	0	0	0	0	267	0
POGK	29.666667	0	0	0	0	0	0	141	0	126	0
CCNL2	29.666667	128	0	0	0	0	0	139	0	0	0
LIN54	29.555556	0	0	0	0	0	0	155	0	111	0
PPP2R5E	29.444444	0	0	0	0	0	107	158	0	0	0
OSTM1	29.444444	0	0	0	0	130	0	135	0	0	0
C17orf75	29.444444	0	0	0	0	0	0	170	0	95	0
SMARCD2	29.333333	0	0	0	0	0	0	184	0	80	0
TRIP11	29.222222	0	0	0	0	0	0	169	0	94	0
IFTAP	29.222222	0	0	0	0	0	117	146	0	0	0
DYNLRB1	29.222222	0	0	0	0	0	101	162	0	0	0
AHCYL2	29.222222	0	0	0	0	0	0	166	97	0	0
USP8	29.111111	0	0	0	0	0	105	157	0	0	0
CEP97	29.111111	0	0	0	0	0	107	155	0	0	0
SP4	29.000000	0	0	0	0	120	0	141	0	0	0
PMVK	29.000000	0	0	0	0	0	0	0	0	261	0
LRCH3	29.000000	0	0	0	0	0	0	186	0	75	0
UFM1	28.888889	0	0	0	0	0	129	131	0	0	0
TM9SF3	28.888889	166	0	0	0	0	0	94	0	0	0
PTPN12	28.888889	0	0	0	0	0	0	188	0	72	0
MRPL17	28.888889	0	0	0	0	0	0	153	0	107	0
KBTBD6	28.888889	0	0	0	0	0	0	0	260	0	0
HYOU1	28.888889	0	0	0	0	0	128	132	0	0	0
BLM	28.888889	0	0	0	0	0	124	136	0	0	0
WDR12	28.777778	0	0	0	0	0	109	150	0	0	0
TUBB4B	28.777778	0	0	0	0	111	0	148	0	0	0
MCRS1	28.777778	0	0	0	0	0	97	162	0	0	0
FEM1A	28.777778	0	0	0	0	0	0	161	98	0	0
DCUN1D5	28.777778	0	0	0	0	0	0	135	0	124	0
CARF	28.777778	0	0	0	0	0	109	150	0	0	0
UNK	28.666667	0	0	0	0	0	0	0	172	86	0
LMNB1	28.666667	0	0	0	0	0	0	258	0	0	0
CPNE9	28.666667	0	0	0	0	0	0	0	0	258	0
CDK9	28.666667	0	0	0	0	0	130	128	0	0	0
USP14	28.333333	0	0	0	0	0	0	0	0	255	0
TFIP11	28.333333	0	0	0	0	0	0	186	0	69	0
SPPL2A	28.333333	0	0	0	0	0	101	154	0	0	0
PTPRN	28.333333	0	0	0	0	0	0	0	0	255	0
EPM2A	28.333333	0	0	0	0	0	0	0	0	255	0
ZNF700	28.222222	96	0	0	0	0	0	158	0	0	0
RAD51D	28.222222	149	0	0	0	0	0	105	0	0	0
PMPCA	28.222222	0	0	0	0	0	0	142	0	112	0
ENTR1	28.222222	0	0	0	0	0	0	142	0	112	0
C17orf49	28.222222	0	0	0	0	88	0	166	0	0	0
ZC3H3	28.000000	0	0	0	0	0	99	153	0	0	0
POLR3F	28.000000	0	0	0	0	0	126	126	0	0	0
DZANK1	28.000000	0	0	0	0	0	126	126	0	0	0
CRNKL1	27.888889	0	0	0	0	0	0	160	0	91	0
CFAP61	27.888889	0	0	0	0	0	0	160	0	91	0
SOS2	27.777778	0	0	0	0	0	120	130	0	0	0
FAM104B	27.777778	0	0	0	0	0	100	150	0	0	0
SEC31A	27.666667	113	0	0	0	0	0	136	0	0	0
HS3ST2	27.666667	0	0	0	0	0	0	0	0	249	0
AP3B1	27.666667	82	0	0	0	0	0	167	0	0	0
TRIM27	27.555556	0	0	0	0	0	0	135	0	113	0
PRMT5	27.555556	0	0	0	0	0	0	0	135	113	0
EIF4ENIF1	27.555556	248	0	0	0	0	0	0	0	0	0
ZNF230	27.444444	0	0	0	0	0	93	154	0	0	0
ELOF1	27.444444	0	0	0	0	0	112	135	0	0	0
CHPF2	27.444444	96	0	0	0	0	0	151	0	0	0
VTI1B	27.333333	130	0	0	0	0	0	116	0	0	0
PARN	27.333333	0	0	0	0	92	0	154	0	0	0
H4C12	27.333333	0	0	0	0	0	0	97	0	149	0
TOE1	27.222222	0	0	0	0	0	87	158	0	0	0
SPRY2	27.222222	111	0	0	0	0	0	134	0	0	0
NR2F2	27.222222	0	0	0	0	0	94	151	0	0	0
MUTYH	27.222222	0	0	0	0	0	87	158	0	0	0
MMP15	27.222222	0	0	0	0	0	103	142	0	0	0
RNF130	27.111111	0	0	0	0	0	0	0	0	244	0
PTK6	27.111111	0	0	0	0	0	92	152	0	0	0
KTI12	27.111111	0	0	0	0	97	0	147	0	0	0
HMGA1	27.111111	0	0	0	0	0	0	0	0	244	0
CHKB	27.111111	92	0	0	0	0	0	152	0	0	0
TUBA1B	27.000000	0	0	0	0	0	92	151	0	0	0
RAB5A	27.000000	0	0	0	0	0	0	243	0	0	0
PIGV	27.000000	0	0	0	0	0	94	149	0	0	0
MTF1	27.000000	114	0	0	0	0	0	129	0	0	0
EFHB	27.000000	0	0	0	0	0	0	243	0	0	0
ASB6	27.000000	0	0	0	0	77	0	166	0	0	0
ARPC1A	27.000000	0	0	0	0	110	0	133	0	0	0
VAC14	26.888889	0	0	0	0	100	0	142	0	0	0
PSMD6	26.888889	0	0	0	0	103	0	139	0	0	0
LRRIQ3	26.888889	0	0	0	0	0	89	153	0	0	0
INO80	26.888889	0	0	0	0	0	83	159	0	0	0
FPGT-TNNI3K	26.888889	0	0	0	0	0	89	153	0	0	0
FPGT	26.888889	0	0	0	0	0	89	153	0	0	0
ZSCAN12	26.777778	0	0	0	0	0	0	124	0	117	0
ZFP28	26.777778	241	0	0	0	0	0	0	0	0	0
SFXN1	26.777778	0	0	0	0	84	0	157	0	0	0
VRK2	26.666667	0	0	0	0	0	0	0	0	240	0
NUP50	26.666667	0	0	0	0	0	0	167	0	73	0
FANCI	26.666667	0	0	0	0	0	85	155	0	0	0
C19orf48	26.666667	0	0	0	0	0	0	240	0	0	0
RSL1D1	26.555556	0	0	0	0	0	0	156	83	0	0
C8orf82	26.555556	105	0	0	0	0	0	134	0	0	0
ZNF830	26.444444	0	0	0	0	94	0	144	0	0	0
WBP11	26.444444	0	0	0	0	0	111	127	0	0	0
PDHB	26.444444	0	0	0	0	0	0	0	0	238	0
NBPF15	26.444444	0	0	0	0	0	91	147	0	0	0
CCT6B	26.444444	0	0	0	0	94	0	144	0	0	0
C12orf60	26.444444	0	0	0	0	0	111	127	0	0	0
WDR46	26.333333	0	0	0	0	0	104	133	0	0	0
RPL23A	26.333333	0	0	0	0	0	81	156	0	0	0
PFDN6	26.333333	0	0	0	0	0	104	133	0	0	0
OGDHL	26.333333	0	0	0	0	0	0	0	0	237	0
TNKS	26.222222	0	0	0	0	0	102	134	0	0	0
N6AMT1	26.222222	0	0	0	0	0	0	0	0	236	0
HES6	26.222222	0	0	0	0	0	0	0	0	236	0
DPAGT1	26.222222	0	0	0	0	0	82	154	0	0	0
TBP	26.111111	0	0	0	0	0	0	109	0	126	0
PSMB1	26.111111	0	0	0	0	0	0	109	0	126	0
LONRF3	26.111111	0	0	0	0	0	105	130	0	0	0
KRBA2	26.111111	0	0	0	0	0	0	235	0	0	0
ERLEC1	26.111111	0	0	0	0	0	106	129	0	0	0
ASB3	26.111111	0	0	0	0	0	106	129	0	0	0
PRIM2	26.000000	0	0	0	0	0	99	135	0	0	0
MORF4L2	26.000000	0	0	0	0	0	101	133	0	0	0
MARCHF6	26.000000	0	0	0	0	0	0	146	0	88	0
EXOC3	26.000000	0	0	0	0	0	0	234	0	0	0
CEP295	26.000000	0	0	0	0	0	0	0	0	234	0
CAP2	26.000000	0	0	0	0	0	0	127	0	107	0
ZNF485	25.888889	0	0	0	0	0	0	233	0	0	0
THTPA	25.888889	0	0	0	0	0	103	130	0	0	0
SERPINE1	25.888889	0	0	0	0	0	81	152	0	0	0
GTF2H4	25.888889	0	0	0	0	0	0	233	0	0	0
ANTKMT	25.888889	83	0	0	0	0	0	150	0	0	0
ACCS	25.888889	0	0	0	0	0	126	107	0	0	0
LAMTOR1	25.666667	0	0	0	0	0	0	231	0	0	0
EVI5	25.666667	0	0	0	0	0	0	0	0	231	0
ANK1	25.666667	0	0	0	0	0	0	0	0	231	0
TOR1B	25.555556	0	0	0	0	0	115	115	0	0	0
RBM48	25.555556	0	0	0	0	0	81	149	0	0	0
PEX1	25.555556	0	0	0	0	0	81	149	0	0	0
MINK1	25.555556	0	0	0	0	0	108	122	0	0	0
CDK5RAP3	25.555556	0	0	0	0	0	0	120	0	110	0
BIRC6	25.555556	0	0	0	0	0	69	161	0	0	0
SPOP	25.444444	0	0	0	0	0	0	0	0	229	0
EIF1	25.444444	0	0	0	0	0	85	144	0	0	0
CCDC7	25.444444	0	0	0	0	0	98	131	0	0	0
PIK3CA	25.333333	0	0	0	0	0	0	228	0	0	0
DBI	25.333333	0	0	0	0	0	0	143	0	85	0
CHRM4	25.333333	0	0	0	0	0	0	0	0	228	0
C2orf76	25.333333	0	0	0	0	0	0	143	0	85	0
BFAR	25.333333	0	0	0	0	0	100	128	0	0	0
TRIM16	25.222222	0	0	0	0	0	0	227	0	0	0
TIGAR	25.222222	0	0	0	0	0	0	128	0	99	0
GPAA1	25.222222	0	0	0	0	0	0	227	0	0	0
CBX5	25.222222	0	0	0	0	0	115	112	0	0	0
AEN	25.222222	118	0	0	0	0	0	0	0	109	0
YAE1	25.111111	0	0	0	0	0	103	0	0	123	0
ACY1	25.111111	0	0	0	0	0	0	226	0	0	0
TOMM70	25.000000	0	0	0	0	0	0	225	0	0	0
TNKS2	25.000000	0	0	0	0	0	0	106	0	119	0
SIRT4	25.000000	0	0	0	0	0	0	103	122	0	0
SHKBP1	25.000000	225	0	0	0	0	0	0	0	0	0
LNP1	25.000000	0	0	0	0	0	0	225	0	0	0
GRWD1	24.888889	0	0	0	0	0	0	224	0	0	0
ATP5MPL	24.888889	0	0	0	0	0	0	143	0	81	0
KRT18	24.777778	0	0	0	0	0	99	124	0	0	0
SCGN	24.666667	0	0	0	0	0	0	0	0	222	0
RBM47	24.666667	0	0	0	0	0	104	118	0	0	0
POLR3E	24.666667	0	0	0	0	0	0	0	222	0	0
JRK	24.666667	0	0	0	0	0	0	222	0	0	0
HNRNPLL	24.666667	0	0	0	0	0	0	222	0	0	0
CWF19L1	24.666667	0	0	0	0	0	0	222	0	0	0
TASP1	24.555556	0	0	0	0	0	0	129	0	92	0
STIP1	24.555556	0	0	0	0	0	0	147	0	74	0
KIF14	24.555556	0	0	0	0	0	0	221	0	0	0
ZNF511	24.444444	117	0	0	0	0	0	103	0	0	0
TUBGCP2	24.444444	117	0	0	0	0	0	103	0	0	0
ST3GAL2	24.333333	0	0	0	0	0	0	0	219	0	0
ECI1	24.333333	0	0	0	0	0	0	219	0	0	0
CRH	24.333333	0	0	0	0	0	0	0	0	219	0
C10orf143	24.333333	144	0	0	0	0	0	75	0	0	0
ARHGDIA	24.333333	0	0	0	0	0	0	219	0	0	0
TECPR2	24.222222	0	0	0	0	0	0	218	0	0	0
SZRD1	24.222222	0	0	0	0	0	0	218	0	0	0
SRRM3	24.222222	0	0	0	0	0	0	0	0	218	0
IQANK1	24.222222	0	0	0	0	0	0	218	0	0	0
FAM83H	24.222222	0	0	0	0	0	0	218	0	0	0
CINP	24.222222	0	0	0	0	0	0	218	0	0	0
MRPL1	24.000000	0	0	0	0	0	97	119	0	0	0
GOLIM4	24.000000	0	0	0	0	0	0	0	0	216	0
CTDSPL2	24.000000	0	0	0	0	0	94	122	0	0	0
CCNG2	24.000000	81	0	0	0	0	0	135	0	0	0
PANK4	23.888889	0	0	0	0	0	0	0	215	0	0
GMEB1	23.888889	0	0	0	0	0	0	215	0	0	0
ZFAND2A	23.777778	111	0	0	0	0	0	103	0	0	0
TRMT10A	23.777778	0	0	0	0	0	100	114	0	0	0
TMEM184C	23.777778	0	0	0	0	0	86	128	0	0	0
MTTP	23.777778	0	0	0	0	0	100	114	0	0	0
TOMM40	23.666667	0	0	0	0	0	0	213	0	0	0
PPP1CA	23.666667	0	0	0	0	0	0	213	0	0	0
CDIP1	23.666667	0	0	0	0	0	0	0	0	213	0
BIRC2	23.666667	0	0	0	0	0	97	116	0	0	0
VPS16	23.555556	0	0	0	0	0	0	0	0	212	0
UBR2	23.555556	0	0	0	0	0	0	128	0	84	0
SLC25A45	23.555556	0	0	0	0	0	0	212	0	0	0
PCED1A	23.555556	0	0	0	0	0	0	0	0	212	0
ZNF547	23.444444	0	0	0	0	0	0	211	0	0	0
TRAPPC2B	23.444444	0	0	0	0	0	0	211	0	0	0
SHOC1	23.444444	0	0	0	0	0	103	108	0	0	0
CWC22	23.444444	0	0	0	0	0	92	119	0	0	0
AK2	23.444444	0	0	0	0	0	0	0	0	211	0
ZNF35	23.333333	0	0	0	0	0	0	210	0	0	0
TMEM41A	23.333333	0	0	0	0	0	0	139	0	71	0
SERPINB1	23.333333	0	0	0	0	0	0	210	0	0	0
PRPF18	23.333333	0	0	0	0	0	0	121	0	89	0
NDUFAB1	23.333333	0	0	0	0	0	0	131	0	79	0
NADK2	23.333333	0	0	0	0	0	0	95	0	115	0
MFAP3	23.333333	0	0	0	0	0	75	135	0	0	0
KAT6A	23.333333	0	0	0	0	0	89	121	0	0	0
FAM114A2	23.333333	0	0	0	0	0	75	135	0	0	0
COQ9	23.333333	0	0	0	0	0	0	210	0	0	0
CIAPIN1	23.333333	0	0	0	0	0	0	210	0	0	0
CCDC92B	23.333333	0	0	0	0	0	0	0	0	210	0
CCDC150	23.333333	0	0	0	0	0	0	210	0	0	0
AHCY	23.333333	0	0	0	0	0	109	101	0	0	0
TMEM214	23.222222	0	0	0	0	0	0	209	0	0	0
FARSB	23.222222	0	0	0	0	0	0	209	0	0	0
CIC	23.222222	0	0	0	0	0	81	128	0	0	0
ZNF319	23.111111	93	0	0	0	0	0	115	0	0	0
USB1	23.111111	93	0	0	0	0	0	115	0	0	0
C8orf33	23.111111	0	0	0	0	0	0	0	0	208	0
PET117	23.000000	0	0	0	0	0	0	0	0	207	0
KAT14	23.000000	0	0	0	0	0	0	0	0	207	0
ALAD	23.000000	0	0	0	0	0	0	207	0	0	0
DHX15	22.888889	0	0	0	0	0	94	112	0	0	0
TRAF4	22.777778	205	0	0	0	0	0	0	0	0	0
TNPO1	22.777778	0	0	0	0	0	112	93	0	0	0
MBD1	22.777778	0	0	0	0	0	0	205	0	0	0
LACC1	22.777778	0	0	0	0	0	0	111	0	94	0
KRT80	22.777778	0	0	0	0	0	0	205	0	0	0
CNTRL	22.777778	0	0	0	0	0	0	132	0	73	0
CCDC122	22.777778	0	0	0	0	0	0	111	0	94	0
C5	22.777778	0	0	0	0	0	0	132	0	73	0
TOR2A	22.666667	0	0	0	0	0	0	94	110	0	0
SLC35E2B	22.555556	0	0	0	0	0	92	111	0	0	0
PPID	22.555556	101	0	0	0	0	0	0	0	102	0
TCF7	22.444444	202	0	0	0	0	0	0	0	0	0
SYNJ2	22.444444	0	0	0	0	0	0	0	0	202	0
PRRC2B	22.444444	0	0	0	0	0	0	202	0	0	0
METTL14	22.444444	0	0	0	0	0	83	119	0	0	0
ERCC3	22.444444	0	0	0	0	0	0	121	0	81	0
CDC27	22.444444	0	0	0	0	0	0	114	0	88	0
DENR	22.333333	0	0	0	0	0	0	201	0	0	0
CYP20A1	22.333333	0	0	0	0	0	0	104	0	97	0
C16orf71	22.333333	0	0	0	0	0	0	201	0	0	0
ANKS3	22.333333	0	0	0	0	0	0	201	0	0	0
ZBTB43	22.222222	0	0	0	0	0	0	200	0	0	0
SIRT2	22.111111	113	0	0	0	0	0	86	0	0	0
RANBP2	22.111111	0	0	0	0	0	0	0	60	139	0
NPPB	22.111111	0	0	0	0	0	0	0	0	199	0
NFKBIB	22.111111	113	0	0	0	0	0	86	0	0	0
MTERF1	22.111111	0	0	0	0	0	0	199	0	0	0
CNPY3	22.111111	0	0	0	0	0	0	0	0	199	0
VGF	22.000000	0	0	0	0	0	0	0	0	198	0
TMA16	22.000000	0	0	0	0	0	0	198	0	0	0
HDAC4	22.000000	0	0	0	0	0	0	0	0	198	0
SOCS1	21.888889	197	0	0	0	0	0	0	0	0	0
RAPH1	21.888889	197	0	0	0	0	0	0	0	0	0
PCCB	21.888889	0	0	0	0	0	0	0	0	197	0
H1-4	21.777778	0	0	0	0	0	0	0	0	196	0
CDC16	21.777778	0	0	0	0	0	0	0	0	196	0
BIRC5	21.777778	0	0	0	0	0	0	0	196	0	0
ZNF48	21.666667	195	0	0	0	0	0	0	0	0	0
WDR44	21.666667	0	0	0	0	0	0	195	0	0	0
RBL1	21.666667	0	0	0	0	0	0	0	0	195	0
ELP5	21.666667	0	0	0	0	0	0	195	0	0	0
CTDNEP1	21.666667	0	0	0	0	0	0	195	0	0	0
CCNB1	21.666667	0	0	0	0	0	0	195	0	0	0
ATAD2B	21.666667	0	0	0	0	0	0	195	0	0	0
SCRT2	21.555556	0	0	0	0	0	0	0	0	194	0
MTHFD2L	21.555556	0	0	0	0	0	86	108	0	0	0
ARSG	21.555556	0	0	0	0	0	0	0	0	194	0
STX10	21.444444	0	0	0	0	0	0	193	0	0	0
SEH1L	21.444444	0	0	0	0	0	0	0	0	193	0
IER2	21.444444	0	0	0	0	0	0	193	0	0	0
GRM1	21.444444	0	0	0	0	0	0	0	0	193	0
ZNF416	21.333333	0	0	0	0	0	0	192	0	0	0
THAP4	21.333333	88	0	0	0	0	0	104	0	0	0
SUPT5H	21.333333	0	0	0	0	0	0	192	0	0	0
SGSM2	21.333333	0	0	0	0	0	0	112	0	80	0
PHF3	21.333333	0	0	0	0	0	0	0	0	192	0
MARCHF11	21.333333	0	0	0	0	0	0	0	0	192	0
HPCA	21.333333	0	0	0	0	0	0	0	0	192	0
G2E3	21.333333	0	0	0	0	0	0	87	0	105	0
DNAJC6	21.333333	0	0	0	0	0	0	0	0	192	0
ATG4B	21.333333	88	0	0	0	0	0	104	0	0	0
SPCS1	21.222222	87	0	0	0	0	0	104	0	0	0
SERPINI1	21.222222	0	0	0	0	0	0	191	0	0	0
PDCD10	21.222222	0	0	0	0	0	0	191	0	0	0
HSPA1B	21.222222	0	0	0	0	0	0	0	70	121	0
GLT8D1	21.222222	87	0	0	0	0	0	104	0	0	0
DNAJA3	21.111111	0	0	0	0	0	0	190	0	0	0
XRN2	21.000000	0	0	0	0	0	0	0	0	189	0
TRIM21	21.000000	0	0	0	0	0	0	189	0	0	0
SDF4	21.000000	189	0	0	0	0	0	0	0	0	0
RETREG1	21.000000	0	0	0	0	0	81	108	0	0	0
DNM2	21.000000	0	0	0	0	0	73	116	0	0	0
DNAJC11	21.000000	0	0	0	0	0	0	0	0	189	0
B3GALT6	21.000000	189	0	0	0	0	0	0	0	0	0
UROS	20.888889	0	0	0	0	0	0	188	0	0	0
SRSF2	20.888889	0	0	0	0	0	0	92	96	0	0
PTPRS	20.888889	0	0	0	0	0	0	0	0	188	0
